;movieID;movieTitle;movieYear;IMDBRating;IMDBVotes;genres;subURL;found
330;m330;edtv;1999;6.1;21865;['comedy'];https://www.opensubtitles.org/pt/search/imdbid-131369/sublanguageid-pob/moviename-edtv;ok
331;m331;election;1999;7.4;37868;['comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-election;nok
332;m332;l.a. confidential;1997;8.4;168009;['crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-l.a.+confidential;nok
333;m333;enemy of the state;1998;7.2;67504;['action', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-enemy+of+the+state;nok
334;m334;the english patient;1996;7.3;55247;['romance', 'drama', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+english+patient;nok
335;m335;entrapment;1999;6.1;41120;['action', 'crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-entrapment;nok
336;m336;erin brockovich;2000;7.2;55641;['biography', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-195685/sublanguageid-pob/moviename-erin%20brockovich;ok
337;m337;star wars: the empire strikes back;1982;8.0;42;['animation', 'adventure', 'action', 'fantasy'];https://www.opensubtitles.org/pt/search/imdbid-80684/sublanguageid-pob/moviename-star%20wars:%20the%20empire%20strikes%20back;ok
338;m338;escape from the planet of the apes;1971;6.1;7754;['sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-escape+from+the+planet+of+the+apes;nok
339;m339;escape from l.a.;1996;5.3;23551;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-escape+from+l.a.;nok
340;m340;excalibur;1981;7.4;24550;['adventure', 'drama', 'fantasy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-excalibur;nok
341;m341;the exorcist;1973;8.1;106383;['horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+exorcist;nok
342;m342;the fabulous baker boys;1989;6.7;9433;['drama', 'music', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-97322/sublanguageid-pob/moviename-the%20fabulous%20baker%20boys;ok
343;m343;face/off;1997;7.3;103386;['action', 'crime', 'drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/moviename-face/off/sublanguageid-pob/moviename-face;nok
344;m344;the family man;2000;6.6;34509;['comedy', 'fantasy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+family+man;nok
345;m345;the fantastic four;1994;3.8;1472;['action', 'adventure', 'sci-fi', 'fantasy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+fantastic+four;nok
346;m346;fantastic voyage;1966;6.8;5231;['adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-fantastic+voyage;nok
347;m347;fargo;1996;8.3;168176;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-fargo;nok
348;m348;fight club;1999;8.8;391697;['crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-fight+club;nok
349;m349;final destination 2;2003;6.4;36312;['horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-final+destination+2;nok
350;m350;final destination;2000;6.8;53422;['horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-final+destination;nok
351;m351;rambo: first blood part ii;1985;5.8;39147;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-89880/sublanguageid-pob/moviename-rambo:%20first%20blood%20part%20ii;ok
352;m352;the fisher king;1991;7.5;28310;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+fisher+king;nok
353;m353;five easy pieces;1970;7.5;11969;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-five+easy+pieces;nok
354;m354;five feet high and rising;2000;6.5;326;['short'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-five+feet+high+and+rising;nok
355;m355;fletch;1985;6.7;17336;['comedy', 'crime', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-fletch;nok
356;m356;the adventures of ford fairlane;1990;5.6;9051;['action', 'adventure', 'comedy', 'music'];https://www.opensubtitles.org/pt/search/imdbid-98987/sublanguageid-pob/moviename-the%20adventures%20of%20ford%20fairlane;ok
357;m357;the french connection;1971;7.9;34062;['action', 'crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+french+connection;nok
358;m358;frequency;2000;7.3;36396;['crime', 'drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-frequency;nok
359;m359;friday the 13th part iii;1982;5.1;11718;['horror'];https://www.opensubtitles.org/pt/search/imdbid-83972/sublanguageid-pob/moviename-friday%20the%2013th%20part%20iii;ok
360;m360;jason lives: friday the 13th part vi;1986;5.3;9919;['comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-91080/sublanguageid-pob/moviename-jason%20lives:%20friday%20the%2013th%20part%20vi;ok
361;m361;jason goes to hell: the final friday;1993;4.1;8894;['horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-107254/sublanguageid-pob/moviename-jason%20goes%20to%20hell:%20the%20final%20friday;ok
362;m362;friday the 13th part viii: jason takes manhattan;1989;3.9;10288;['horror'];https://www.opensubtitles.org/pt/search/imdbid-97388/sublanguageid-pob/moviename-friday%20the%2013th%20part%20viii:%20jason%20takes%20manhattan;ok
363;m363;game 6;2005;6.0;1414;['comedy', 'drama', 'sport'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-game+6;nok
364;m364;gandhi;1982;8.2;52160;['biography', 'drama', 'history'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-gandhi;nok
365;m365;gattaca;1997;7.8;72063;['drama', 'romance', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-119177/sublanguageid-pob/moviename-gattaca;ok
366;m366;the getaway;1972;7.5;10151;['action', 'adventure', 'crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+getaway;nok
367;m367;get carter;2000;4.8;14319;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-get+carter;nok
368;m368;glengarry glen ross;1992;7.9;32882;['drama'];https://www.opensubtitles.org/pt/search/imdbid-104348/sublanguageid-pob/moviename-glengarry%20glen%20ross;ok
369;m369;the godfather: part ii;1974;9.0;251290;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+godfather:+part+ii;nok
370;m370;gods and monsters;1998;7.5;16063;['biography', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-gods+and+monsters;nok
371;m371;gone in sixty seconds;2000;6.0;74474;['action', 'crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-gone+in+sixty+seconds;nok
372;m372;goodfellas;1990;8.8;234582;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-goodfellas;nok
373;m373;good will hunting;1997;8.1;154419;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-good+will+hunting;nok
374;m374;the grapes of wrath;1940;8.3;23850;['drama'];https://www.opensubtitles.org/pt/search/imdbid-32551/sublanguageid-pob/moviename-the%20grapes%20of%20wrath;ok
375;m375;grosse pointe blank;1997;7.4;41877;['comedy', 'crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-119229/sublanguageid-pob/moviename-grosse%20pointe%20blank;ok
376;m376;the horse whisperer;1998;6.4;15953;['drama', 'romance', 'western'];https://www.opensubtitles.org/pt/search/imdbid-119314/sublanguageid-pob/moviename-the%20horse%20whisperer;ok
377;m377;hackers;1995;5.8;27009;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hackers;nok
378;m378;halloween 4: the return of michael myers;1988;5.6;11315;['horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-95271/sublanguageid-pob/moviename-halloween%204:%20the%20return%20of%20michael%20myers;ok
379;m379;halloween;1978;7.9;64690;['horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-halloween;nok
380;m380;hannah and her sisters;1986;7.9;21088;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-91167/sublanguageid-pob/moviename-hannah%20and%20her%20sisters;ok
381;m381;hannibal;2001;6.4;75788;['crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hannibal;nok
382;m382;happy campers;2001;5.4;1785;['comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-happy+campers;nok
383;m383;heathers;1989;7.3;25236;['comedy', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-heathers;nok
384;m384;heavenly creatures;1994;7.6;27211;['crime', 'drama', 'fantasy', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-heavenly+creatures;nok
385;m385;hellraiser: hellseeker;2002;4.9;3400;['horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-274546/sublanguageid-pob/moviename-hellraiser:%20hellseeker;ok
386;m386;hero;1992/I;6.3;10573;['comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hero;nok
387;m387;hider in the house;1989;5.6;394;['thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hider+in+the+house;nok
388;m388;highlander iii: the sorcerer;1994;3.9;7831;['fantasy', 'sci-fi', 'action'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-highlander+iii:+the+sorcerer;nok
389;m389;hostage;2005/I;6.6;37868;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hostage;nok
390;m390;hotel rwanda;2004;8.3;94404;['adventure', 'drama', 'history', 'thriller', 'war'];https://www.opensubtitles.org/pt/search/imdbid-395169/sublanguageid-pob/moviename-hotel%20rwanda;ok
391;m391;house on haunted hill;1999;5.3;23127;['horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-house+on+haunted+hill;nok
392;m392;house of the damned;1996;4.3;216;['action', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-house+of+the+damned;nok
393;m393;hellraiser iii: hell on earth;1992;5.1;7716;['horror'];https://www.opensubtitles.org/pt/search/imdbid-104409/sublanguageid-pob/moviename-hellraiser%20iii:%20hell%20on%20earth;ok
394;m394;hudson hawk;1991;5.4;22116;['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-hudson+hawk;nok
395;m395;the hudsucker proxy;1994;7.4;32691;['comedy', 'drama', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-110074/sublanguageid-pob/moviename-the%20hudsucker%20proxy;ok
396;m396;i walked with a zombie;1943;7.3;3420;['horror'];https://www.opensubtitles.org/pt/search/imdbid-36027/sublanguageid-pob/moviename-i%20walked%20with%20a%20zombie;ok
397;m397;the ice storm;1997;7.5;27724;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+ice+storm;nok
398;m398;insomnia;2002/I;7.3;69635;['crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-insomnia;nok
399;m399;interview with the vampire: the vampire chronicles;1994;7.4;80077;['drama', 'fantasy'];https://www.opensubtitles.org/pt/search/imdbid-110148/sublanguageid-pob/moviename-interview%20with%20the%20vampire:%20the%20vampire%20chronicles;ok
400;m400;i still know what you did last summer;1998;4.1;23543;['horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-i+still+know+what+you+did+last+summer;nok
401;m401;isle of the dead;1945;6.6;1405;['drama', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-isle+of+the+dead;nok
402;m402;it's a wonderful life;1946;8.7;103290;['drama', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-it%27s+a+wonderful+life;nok
403;m403;jaws 2;1978;5.6;18995;['thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-jaws+2;nok
404;m404;jaws 3-d;1983;3.3;12839;['thriller'];https://www.opensubtitles.org/pt/search/imdbid-85750/sublanguageid-pob/moviename-jaws%203-d;ok
405;m405;jaws: the revenge;1987;2.6;15727;['thriller'];https://www.opensubtitles.org/pt/search/imdbid-93300/sublanguageid-pob/moviename-jaws:%20the%20revenge;ok
406;m406;the jazz singer;1927;6.8;3252;['drama', 'music', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-18037/sublanguageid-pob/moviename-the%20jazz%20singer;ok
407;m407;jennifer eight;1992;6.2;6224;['thriller', 'mystery'];https://www.opensubtitles.org/pt/search/imdbid-104549/sublanguageid-pob/moviename-jennifer%20eight;ok
408;m408;jerry maguire;1996;7.3;79706;['comedy', 'drama', 'romance', 'sport'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-jerry+maguire;nok
409;m409;jurassic park iii;2001;5.7;62564;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-jurassic+park+iii;nok
410;m410;the lost world: jurassic park;1997;6.0;78169;['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-119567/sublanguageid-pob/moviename-the%20lost%20world:%20jurassic%20park;ok
411;m411;jurassic park;1993;7.9;153737;['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-jurassic+park;nok
412;m412;freddy vs. jason;2003;5.8;39850;['horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-329101/sublanguageid-pob/moviename-freddy%20vs.%20jason;ok
413;m413;kafka;1991;6.9;4467;['comedy', 'drama', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-kafka;nok
414;m414;king kong;2005;7.6;134187;['adventure', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-king+kong;nok
415;m415;klute;1971;7.2;6901;['mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-67309/sublanguageid-pob/moviename-klute;ok
416;m416;kramer vs. kramer;1979;7.7;25836;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-kramer+vs.+kramer;nok
417;m417;kundun;1997;7.1;10378;['biography', 'drama', 'history', 'war'];https://www.opensubtitles.org/pt/search/imdbid-119485/sublanguageid-pob/moviename-kundun;ok
418;m418;lake placid;1999;5.4;19621;['action', 'comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-lake+placid;nok
419;m419;the silence of the lambs;1991;8.7;251237;['crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+silence+of+the+lambs;nok
420;m420;last of the mohicans;1977;7.3;71;['action', 'adventure', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-last+of+the+mohicans;nok
421;m421;leviathan;1989;5.3;4751;['adventure', 'horror', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-leviathan;nok
422;m422;lock, stock and two smoking barrels;1998;8.2;129117;['crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-lock,+stock+and+two+smoking+barrels;nok
423;m423;lone star;1996;7.6;14666;['drama', 'mystery', 'romance', 'western'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-lone+star;nok
424;m424;lord of illusions;1995;5.6;5031;['fantasy', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-113690/sublanguageid-pob/moviename-lord%20of%20illusions;ok
425;m425;lost in translation;2003;7.9;132645;['drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-lost+in+translation;nok
426;m426;lost souls;2000;4.6;6663;['drama', 'horror', 'thriller', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-lost+souls;nok
427;m427;love & basketball;2000;6.7;5907;['drama', 'romance', 'sport'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-love++basketball;nok
428;m428;magnolia;1999;8.0;123476;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-magnolia;nok
429;m429;the man in the iron mask;1998/I;6.1;36684;['action', 'adventure', 'drama', 'history'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+man+in+the+iron+mask;nok
430;m430;manhunt;2003;8.7;736;['action', 'adventure', 'crime', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-manhunt;nok
431;m431;manhunter;1986;7.2;21649;['crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-manhunter;nok
432;m432;man on the moon;1999;7.4;49915;['biography', 'comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-man+on+the+moon;nok
433;m433;the matrix;1999;8.7;389480;['action', 'adventure', 'adventure', 'adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+matrix;nok
434;m434;halloween iii: season of the witch;1982;3.8;13037;['horror', 'mystery', 'sci-fi'];https://www.opensubtitles.org/pt/search/imdbid-85636/sublanguageid-pob/moviename-halloween%20iii:%20season%20of%20the%20witch;ok
435;m435;meet joe black;1998;6.9;56839;['drama', 'fantasy', 'mystery', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-119643/sublanguageid-pob/moviename-meet%20joe%20black;ok
436;m436;memento;2000;8.7;281027;['crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-memento;nok
437;m437;miami vice;2006;6.0;52448;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-miami+vice;nok
438;m438;midnight cowboy;1969;8.0;34405;['drama'];https://www.opensubtitles.org/pt/search/imdbid-64665/sublanguageid-pob/moviename-midnight%20cowboy;ok
439;m439;midnight express;1978;7.6;24103;['biography', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-77928/sublanguageid-pob/moviename-midnight%20express;ok
440;m440;mimic;1997;5.7;14916;['drama', 'horror', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mimic;nok
441;m441;misery;1990;7.8;41563;['thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-misery;nok
442;m442;mission: impossible ii;2000;5.7;86452;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mission:+impossible+ii;nok
443;m443;mission: impossible;1996;6.9;87677;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mission:+impossible;nok
444;m444;moonstruck;1987;7.1;15879;['comedy', 'romance', 'drama'];https://www.opensubtitles.org/pt/search/imdbid-93565/sublanguageid-pob/moviename-moonstruck;ok
445;m445;monty python and the holy grail;1975;8.4;157683;['adventure', 'comedy'];https://www.opensubtitles.org/pt/search/imdbid-71853/sublanguageid-pob/moviename-monty%20python%20and%20the%20holy%20grail;ok
446;m446;mrs brown;1997;7.2;5701;['biography', 'drama', 'history', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mrs+brown;nok
447;m447;arcade;1993;4.6;668;['sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-arcade;nok
448;m448;mulholland dr.;2001;8.0;105859;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mulholland+dr.;nok
449;m449;murderland;2009;5.8;88;['crime', 'drama', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-murderland;nok
450;m450;my girl 2;1994;4.8;5689;['comedy', 'drama', 'family', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-my+girl+2;nok
451;m451;my girl;1991;6.4;17967;['comedy', 'drama', 'family', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-my+girl;nok
452;m452;my best friend's wedding;1997;6.2;37682;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-my+best+friend%27s+wedding;nok
453;m453;nashville;1975;7.7;9315;['drama', 'music'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-nashville;nok
454;m454;natural born killers;1994;7.1;73047;['action', 'crime', 'drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-natural+born+killers;nok
455;m455;nothing but a man;1964;7.8;448;['drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-nothing+but+a+man;nok
456;m456;the negotiator;1998;7.2;46983;['action', 'crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+negotiator;nok
457;m457;neuromancer;1988;9.3;48;['action', 'adventure', 'animation', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-neuromancer;nok
458;m458;never been kissed;1999;5.7;27409;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-never+been+kissed;nok
459;m459;the nightmare before christmas;1993;8.0;81753;['animation', 'family', 'fantasy', 'musical'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+nightmare+before+christmas;nok
460;m460;a nightmare on elm street part 2: freddy's revenge;1985;4.9;16582;['fantasy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-89686/sublanguageid-pob/moviename-a%20nightmare%20on%20elm%20street%20part%202:%20freddys%20revenge;ok
461;m461;a nightmare on elm street 3: dream warriors;1987;6.3;17734;['fantasy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-93629/sublanguageid-pob/moviename-a%20nightmare%20on%20elm%20street%203:%20dream%20warriors;ok
462;m462;notting hill;1999;6.9;67217;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-notting+hill;nok
463;m463;one flew over the cuckoo's nest;1975;8.9;219739;['drama'];https://www.opensubtitles.org/pt/search/imdbid-73486/sublanguageid-pob/moviename-one%20flew%20over%20the%20cuckoos%20nest;ok
464;m464;only you;1994;6.2;6620;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-only+you;nok
465;m465;on the waterfront;1954;8.4;42010;['crime', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-on+the+waterfront;nok
466;m466;orgy of the dead;1965;2.5;1395;['fantasy', 'horror'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-orgy+of+the+dead;nok
467;m467;out of sight;1998;7.2;38595;['comedy', 'crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-out+of+sight;nok
468;m468;pearl harbor;2001;5.4;97519;['action', 'drama', 'romance', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-pearl+harbor;nok
469;m469;peggy sue got married;1986;6.3;12574;['comedy', 'drama', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-peggy+sue+got+married;nok
470;m470;pet sematary ii;1992;4.2;6014;['action', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-105128/sublanguageid-pob/moviename-pet%20sematary%20ii;ok
471;m471;philadelphia;1993;7.6;54221;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-philadelphia;nok
472;m472;pitch black;2000;7.0;55982;['action', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-pitch+black;nok
473;m473;planet of the apes;2001;5.5;73596;['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-planet+of+the+apes;nok
474;m474;platoon;1986;8.2;110867;['action', 'drama', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-platoon;nok
475;m475;playback;1996;3.6;164;['thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-playback;nok
476;m476;the ploughman's lunch;1983;6.8;154;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+ploughman%27s+lunch;nok
477;m477;point break;1991;6.9;37722;['action', 'adventure', 'crime', 'drama', 'sport', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-point+break;nok
478;m478;predator;1987;7.8;90730;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-predator;nok
479;m479;pretty woman;1990;6.7;61642;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-pretty+woman;nok
480;m480;the princess bride;1987;8.1;125281;['adventure', 'comedy', 'family', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+princess+bride;nok
481;m481;the producers;1968;7.7;19432;['comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+producers;nok
482;m482;psycho;1960;8.7;146915;['drama', 'horror', 'mystery', 'thriller', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-psycho;nok
483;m483;maniac;1980;6.2;3382;['drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-maniac;nok
484;m484;vampyr;1932;7.6;4005;['fantasy', 'horror'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-maniac;nok
485;m485;mystery of the wax museum;1933;6.8;1740;['horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-vampyr;nok
486;m486;quantum project;2000;4.8;47;['short', 'adventure', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-quantum+project;nok
487;m487;rambling rose;1991;6.6;2631;['drama'];https://www.opensubtitles.org/pt/subtitles/4961258/rambling-rose-pb;check
488;m488;red white black & blue;2006;6.3;37;['documentary'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-red+white+black+blue;nok
489;m489;star wars: episode vi - return of the jedi;1983;8.3;215058;['action', 'adventure', 'fantasy', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-star+wars:+episode+vi+-+return+of+the+jedi;nok
490;m490;the rocky horror picture show;1975;7.1;42713;['comedy', 'musical'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+rocky+horror+picture+show;nok
491;m491;rocky;1976;8.1;100022;['drama', 'romance', 'sport'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-rocky;nok
